DATE TIME,flow_cfs,GroupName,Statistic,StatFlag
2001-03-03,221.58914831549578,MCC,0.1,CV
2001-03-04,229.7247899118953,MCC,0.1,CV
2001-03-05,421.82939873963807,MCC,0.1,CV
2001-03-06,590.5695466912124,MCC,0.2,CV
2001-03-07,395.49185147073445,MCC,0.1,CV
2001-03-08,295.0969629197163,MCC,0.1,CV
2001-03-09,256.91852937912125,MCC,0.1,CV
2001-03-10,241.68906521780312,MCC,0.1,CV
2001-03-11,225.4954914161918,MCC,0.1,CV
2001-03-12,206.91160243803756,MCC,0.1,CV
2001-03-13,195.72155233446253,MCC,0.1,CV
2001-03-14,185.12764358526584,MCC,0.1,CV
2001-03-15,179.98597716450206,MCC,0.1,CV
2001-03-16,178.27056758457832,MCC,0.1,CV
2001-03-17,175.34191748776857,MCC,0.1,CV
2001-03-18,172.22594400755273,MCC,0.1,CV
2001-03-19,173.50874547707147,MCC,0.1,CV
2001-03-20,180.08347068055573,MCC,0.1,CV
2001-03-21,196.5994959343796,MCC,0.1,CV
2001-03-22,205.12536636524877,MCC,0.1,CV
2001-03-23,208.98376725775924,MCC,0.1,CV
2001-03-24,211.06391979717168,MCC,0.1,CV
2001-03-25,219.58762571248454,MCC,0.1,CV
2001-03-26,269.4093884048015,MCC,0.1,CV
2001-03-27,252.82243830194102,MCC,0.1,CV
2001-03-28,228.90562107250798,MCC,0.1,CV
2001-03-29,218.5714011835351,MCC,0.1,CV
2001-03-30,220.5001211324449,MCC,0.1,CV
2001-03-31,211.36743820129448,MCC,0.1,CV
2001-04-01,205.70816535433872,MCC,0.1,CV
2001-04-02,204.2543727087654,MCC,0.1,CV
2001-04-03,197.68659085694335,MCC,0.1,CV
2001-04-04,181.2174772722886,MCC,0.1,CV
2001-04-05,171.12684317115233,MCC,0.1,CV
2001-04-06,163.33734540836136,MCC,0.1,CV
2001-04-07,166.67044990709732,MCC,0.1,CV
2001-04-08,201.5405429540344,MCC,0.1,CV
2001-04-09,188.4486009973721,MCC,0.1,CV
2001-04-10,170.9196195760279,MCC,0.1,CV
2001-04-11,162.1845520833886,MCC,0.1,CV
2001-04-12,185.37348456591226,MCC,0.1,CV
2001-04-13,212.9802231559968,MCC,0.1,CV
2001-04-14,185.07709945128315,MCC,0.1,CV
2001-04-15,172.80540047238358,MCC,0.1,CV
2001-04-16,167.64592637284653,MCC,0.1,CV
2001-04-17,162.54289920401706,MCC,0.1,CV
2001-04-18,166.14057273260138,MCC,0.1,CV
2001-04-19,172.62911988280507,MCC,0.1,CV
2001-04-20,223.14018206095912,MCC,0.1,CV
2001-04-21,331.1375316856643,MCC,0.1,CV
2001-04-22,352.3133126582106,MCC,0.1,CV
2001-04-23,293.30707958687674,MCC,0.1,CV
2001-04-24,265.5839201357925,MCC,0.1,CV
2001-04-25,263.3531005411196,MCC,0.1,CV
2001-04-26,265.72645905385946,MCC,0.1,CV
2001-04-27,262.87322194193024,MCC,0.1,CV
2001-04-28,251.9332780075689,MCC,0.1,CV
2001-04-29,239.10359032931046,MCC,0.1,CV
2001-04-30,224.14815945110814,MCC,0.1,CV
2001-05-01,214.52968726112096,MCC,0.1,CV
2001-05-02,213.0587250760282,MCC,0.1,CV
2001-05-03,207.41443861013258,MCC,0.1,CV
2001-05-04,192.35794563210456,MCC,0.1,CV
2001-05-05,181.06079420090995,MCC,0.1,CV
2001-05-06,177.13863398309718,MCC,0.1,CV
2001-05-07,176.27687179013725,MCC,0.1,CV
2001-05-08,173.3518750418954,MCC,0.1,CV
2001-05-09,177.6060812557869,MCC,0.1,CV
2001-05-10,177.1935657139127,MCC,0.1,CV
2001-05-11,171.33840527033888,MCC,0.1,CV
2001-05-12,163.96221880883874,MCC,0.1,CV
2001-05-13,163.44842345048994,MCC,0.1,CV
2001-05-14,160.57534167768836,MCC,0.1,CV
2001-05-15,157.10183041056706,MCC,0.1,CV
2001-05-16,150.52302566907727,MCC,0.1,CV
2001-05-17,146.7771826629978,MCC,0.1,CV
2001-05-18,143.73330245580502,MCC,0.1,CV
2001-05-19,139.6574116061029,MCC,0.1,CV
2001-05-20,134.8078250380698,MCC,0.1,CV
2001-05-21,130.3848642272467,MCC,0.1,CV
2001-05-22,126.40344414118708,MCC,0.1,CV
2001-05-23,121.09937938901744,MCC,0.1,CV
2001-05-24,116.35047326274194,MCC,0.1,CV
2001-05-25,111.63158307064228,MCC,0.1,CV
2001-05-26,108.73038482936721,MCC,0.1,CV
2001-05-27,106.03491320618365,MCC,0.1,CV
2001-05-28,104.27550174111457,MCC,0.1,CV
2001-05-29,102.02038690329181,MCC,0.1,CV
2001-05-30,99.48602289390122,MCC,0.1,CV
2001-05-31,97.17759462843776,MCC,0.1,CV
2001-06-01,96.28499773863454,MCC,0.1,CV
2001-06-02,94.56943337773409,MCC,0.1,CV
2001-06-03,94.42495336280015,MCC,0.1,CV
2001-06-04,94.34750423127153,MCC,0.1,CV
2001-06-05,94.10799213015395,MCC,0.1,CV
2001-06-06,93.90532804459292,MCC,0.1,CV
2001-06-07,93.90532804459292,MCC,0.1,CV
2001-06-08,93.90532804459292,MCC,0.1,CV
2001-06-09,93.90532804459292,MCC,0.1,CV
2001-06-10,93.90532804459292,MCC,0.1,CV
2001-06-11,93.90532804459292,MCC,0.1,CV
2001-06-12,93.90532804459292,MCC,0.1,CV
2001-06-13,93.83919061621154,MCC,0.1,CV
2001-06-14,93.46441185538367,MCC,0.1,CV
2001-06-15,93.59301241056971,MCC,0.1,CV
